smiles,dielectric_constant,band_gap_eV,Tg_K,monomer,reaction_type,temperature_K,solvent,reaction_time_hours,source,SMILES
[*]C(=O)c1ccc(C6H8O4Zn)cc1[*],7.1459,5.7845,366.2,O=C(O)c1ccc(C6H8O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H8O4Zn)cc1[*]
[*]C(=O)c1ccc(C16H10N2O2S4)cc1[*],6.2573,1.6909,413.6,O=C(O)c1ccc(C16H10N2O2S4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C16H10N2O2S4)cc1[*]
[*]C(=O)c1ccc(C8H12O4Zn)cc1[*],4.5151,6.1977,373.2,O=C(O)c1ccc(C8H12O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H12O4Zn)cc1[*]
[*]C(=O)c1ccc(C7H10O4Zn)cc1[*],42.6773,6.0717,369.7,O=C(O)c1ccc(C7H10O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C7H10O4Zn)cc1[*]
[*]C(=O)c1ccc(C4O8)cc1[*],4.6403,5.926,354.4,O=C(O)c1ccc(C4O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4O8)cc1[*]
[*]C(=O)c1ccc(C22H14N2O2S2)cc1[*],5.4891,1.9266,434.6,O=C(O)c1ccc(C22H14N2O2S2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C22H14N2O2S2)cc1[*]
[*]C(=O)c1ccc(C24H18N2O2)cc1[*],4.3673,3.2074,441.6,O=C(O)c1ccc(C24H18N2O2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C24H18N2O2)cc1[*]
[*]C(=O)c1ccc(C4H14N6O4)cc1[*],4.1861,4.7212,389.2,O=C(O)c1ccc(C4H14N6O4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C4H14N6O4)cc1[*]
[*]C(=O)c1ccc(C5H6AlClO4)cc1[*],4.4889,5.902,362.7,O=C(O)c1ccc(C5H6AlClO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C5H6AlClO4)cc1[*]
[*]C(=O)c1ccc(C8H14N2O4)cc1[*],4.1414,6.4811,383.2,O=C(O)c1ccc(C8H14N2O4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C8H14N2O4)cc1[*]
[*]C(=O)c1ccc(C28H40N8S4)cc1[*],4.35,3.8311,488.0,O=C(O)c1ccc(C28H40N8S4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C28H40N8S4)cc1[*]
[*]C(=O)c1ccc(C8H18N2O4)cc1[*],3.7868,6.6355,383.2,O=C(O)c1ccc(C8H18N2O4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C8H18N2O4)cc1[*]
[*]C(=O)c1ccc(C9H16O4Ti)cc1[*],9.8028,4.0406,376.7,O=C(O)c1ccc(C9H16O4Ti)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C9H16O4Ti)cc1[*]
[*]C(=O)c1ccc(C8H8Ca2O8)cc1[*],5.3279,6.3302,368.4,O=C(O)c1ccc(C8H8Ca2O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H8Ca2O8)cc1[*]
[*]C(=O)c1ccc(C26H32N4O10)cc1[*],3.7287,4.4538,449.0,O=C(O)c1ccc(C26H32N4O10)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C26H32N4O10)cc1[*]
[*]C(=O)c1ccc(C4H4O4Zn)cc1[*],10.034,5.4988,359.2,O=C(O)c1ccc(C4H4O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4H4O4Zn)cc1[*]
[*]C(=O)c1ccc(C5H6O4Zn)cc1[*],9.29,6.0345,362.7,O=C(O)c1ccc(C5H6O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C5H6O4Zn)cc1[*]
[*]C(=O)c1ccc(C16H16O2)cc1[*],3.449,4.052,403.6,O=C(O)c1ccc(C16H16O2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C16H16O2)cc1[*]
[*]C(=O)c1ccc(C4H4CdO4)cc1[*],7.2218,5.3609,359.2,O=C(O)c1ccc(C4H4CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4H4CdO4)cc1[*]
[*]C(=O)c1ccc(C6H14N2)cc1[*],3.0163,6.381,381.0,O=C(O)c1ccc(C6H14N2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C6H14N2)cc1[*]
[*]C(=O)c1ccc(C6H8O2S2)cc1[*],3.7451,3.8308,368.6,O=C(O)c1ccc(C6H8O2S2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H8O2S2)cc1[*]
[*]C(=O)c1ccc(C5H6CdO4)cc1[*],6.8706,5.5798,362.7,O=C(O)c1ccc(C5H6CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C5H6CdO4)cc1[*]
[*]C(=O)c1ccc(C28H16O8)cc1[*],4.5834,2.2538,438.4,O=C(O)c1ccc(C28H16O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C28H16O8)cc1[*]
[*]C(=O)c1ccc(C12H28O12)cc1[*],3.7686,7.394,377.6,O=C(O)c1ccc(C12H28O12)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H28O12)cc1[*]
[*]C(=O)c1ccc(C16H32O10)cc1[*],3.2739,7.285,394.0,O=C(O)c1ccc(C16H32O10)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C16H32O10)cc1[*]
[*]C(=O)c1ccc(C7H10CdO4)cc1[*],6.1402,5.852,369.7,O=C(O)c1ccc(C7H10CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C7H10CdO4)cc1[*]
[*]C(=O)c1ccc(C8H12CdO4)cc1[*],5.6537,5.1909,373.2,O=C(O)c1ccc(C8H12CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H12CdO4)cc1[*]
[*]C(=O)c1ccc(C8H12CdO4)cc1[*],5.0048,5.615,373.2,O=C(O)c1ccc(C8H12CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H12CdO4)cc1[*]
[*]C(=O)c1ccc(C7H10CdO4)cc1[*],5.6047,5.8837,369.7,O=C(O)c1ccc(C7H10CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C7H10CdO4)cc1[*]
[*]C(=O)c1ccc(C16H24O12)cc1[*],3.7104,7.7163,391.6,O=C(O)c1ccc(C16H24O12)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C16H24O12)cc1[*]
[*]C(=O)c1ccc(C6H14O5)cc1[*],3.3781,7.6092,365.0,O=C(O)c1ccc(C6H14O5)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H14O5)cc1[*]
[*]C(=O)c1ccc(C12H16O8)cc1[*],4.6686,4.5394,382.4,O=C(O)c1ccc(C12H16O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H16O8)cc1[*]
[*]C(=O)c1ccc(C6H8O4)cc1[*],3.4522,6.684,366.2,O=C(O)c1ccc(C6H8O4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H8O4)cc1[*]
[*]C(=O)c1ccc(C5H6CdO4)cc1[*],6.0481,5.452,362.7,O=C(O)c1ccc(C5H6CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C5H6CdO4)cc1[*]
[*]C(=O)c1ccc(C4H4CdO4)cc1[*],6.2489,5.8305,359.2,O=C(O)c1ccc(C4H4CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4H4CdO4)cc1[*]
[*]C(=O)c1ccc(C8H12S2)cc1[*],3.3,2.9464,378.0,O=C(O)c1ccc(C8H12S2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C8H12S2)cc1[*]
[*]C(=O)c1ccc(C18H16S2)cc1[*],3.9066,2.7697,413.0,O=C(O)c1ccc(C18H16S2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C18H16S2)cc1[*]
[*]C(=O)c1ccc(C5H6O4Zn)cc1[*],8.9725,5.8958,362.7,O=C(O)c1ccc(C5H6O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C5H6O4Zn)cc1[*]
[*]C(=O)c1ccc(C4H4O4Zn)cc1[*],7.7378,5.6478,359.2,O=C(O)c1ccc(C4H4O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4H4O4Zn)cc1[*]
[*]C(=O)c1ccc(C8H8Ca2O8)cc1[*],5.0522,6.4712,368.4,O=C(O)c1ccc(C8H8Ca2O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H8Ca2O8)cc1[*]
[*]C(=O)c1ccc(C28H24N4S2)cc1[*],6.1055,3.7898,468.0,O=C(O)c1ccc(C28H24N4S2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C28H24N4S2)cc1[*]
[*]C(=O)c1ccc(C7H17NO5)cc1[*],3.6982,6.61,373.5,O=C(O)c1ccc(C7H17NO5)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C7H17NO5)cc1[*]
[*]C(=O)c1ccc(C42H36N8S4)cc1[*],4.764,3.1328,537.0,O=C(O)c1ccc(C42H36N8S4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C42H36N8S4)cc1[*]
[*]C(=O)c1ccc(C8H14O4Ti)cc1[*],3.6943,4.3384,373.2,O=C(O)c1ccc(C8H14O4Ti)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H14O4Ti)cc1[*]
[*]C(=O)c1ccc(C5H6AlClO4)cc1[*],3.95,5.5621,362.7,O=C(O)c1ccc(C5H6AlClO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C5H6AlClO4)cc1[*]
[*]C(=O)c1ccc(C10H16N2O2)cc1[*],3.6338,4.0982,392.6,O=C(O)c1ccc(C10H16N2O2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C10H16N2O2)cc1[*]
[*]C(=O)c1ccc(C8H12N4O4)cc1[*],3.9868,6.2851,393.2,O=C(O)c1ccc(C8H12N4O4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C8H12N4O4)cc1[*]
[*]C(=O)c1ccc(C7H5NOS)cc1[*],4.4944,3.2479,378.3,O=C(O)c1ccc(C7H5NOS)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C7H5NOS)cc1[*]
[*]C(=O)c1ccc(C13H9NO)cc1[*],4.8854,2.6675,399.3,O=C(O)c1ccc(C13H9NO)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C13H9NO)cc1[*]
[*]C(=O)c1ccc(C7H10O4Zn)cc1[*],4.9688,6.1167,369.7,O=C(O)c1ccc(C7H10O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C7H10O4Zn)cc1[*]
[*]C(=O)c1ccc(C14H8O6)cc1[*],4.0185,4.3251,391.8,O=C(O)c1ccc(C14H8O6)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C14H8O6)cc1[*]
[*]C(=O)c1ccc(C18H10N2S6)cc1[*],8.9251,1.9074,423.0,O=C(O)c1ccc(C18H10N2S6)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C18H10N2S6)cc1[*]
[*]C(=O)c1ccc(C8H12O4Zn)cc1[*],6.3252,6.0916,373.2,O=C(O)c1ccc(C8H12O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H12O4Zn)cc1[*]
[*]C(=O)c1ccc(C6H8O4Zn)cc1[*],7.1308,5.8148,366.2,O=C(O)c1ccc(C6H8O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H8O4Zn)cc1[*]
[*]C(=O)c1ccc(C6H4OS2)cc1[*],4.2392,3.0541,369.8,O=C(O)c1ccc(C6H4OS2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H4OS2)cc1[*]
[*]C(=O)c1ccc(C18H28O4)cc1[*],3.2309,5.3608,408.2,O=C(O)c1ccc(C18H28O4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C18H28O4)cc1[*]
[*]C(=O)c1ccc(C14H10S)cc1[*],4.4707,2.5561,399.0,O=C(O)c1ccc(C14H10S)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C14H10S)cc1[*]
[*]C(=O)c1ccc(C14H20O12)cc1[*],3.7286,6.0222,384.6,O=C(O)c1ccc(C14H20O12)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C14H20O12)cc1[*]
[*]C(=O)c1ccc(C20H20O8)cc1[*],3.6439,4.1856,410.4,O=C(O)c1ccc(C20H20O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C20H20O8)cc1[*]
[*]C(=O)c1ccc(C14H8OS2)cc1[*],5.2148,1.9403,397.8,O=C(O)c1ccc(C14H8OS2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C14H8OS2)cc1[*]
[*]C(=O)c1ccc(C11H18CdO4)cc1[*],4.6299,5.4697,383.7,O=C(O)c1ccc(C11H18CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C11H18CdO4)cc1[*]
[*]C(=O)c1ccc(C12H20CdO4)cc1[*],4.9223,5.3445,387.2,O=C(O)c1ccc(C12H20CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H20CdO4)cc1[*]
[*]C(=O)c1ccc(C11H6OS2)cc1[*],5.72,2.3094,387.3,O=C(O)c1ccc(C11H6OS2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C11H6OS2)cc1[*]
[*]C(=O)c1ccc(C20H12O2S4)cc1[*],4.7529,2.7131,417.6,O=C(O)c1ccc(C20H12O2S4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C20H12O2S4)cc1[*]
[*]C(=O)c1ccc(C22H14S)cc1[*],5.3937,1.8601,427.0,O=C(O)c1ccc(C22H14S)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C22H14S)cc1[*]
[*]C(=O)c1ccc(C12H20CdO4)cc1[*],4.9043,5.3723,387.2,O=C(O)c1ccc(C12H20CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H20CdO4)cc1[*]
[*]C(=O)c1ccc(C11H18CdO4)cc1[*],4.7554,5.646,383.7,O=C(O)c1ccc(C11H18CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C11H18CdO4)cc1[*]
[*]C(=O)c1ccc(C12H4O2S6)cc1[*],6.227,1.7517,389.6,O=C(O)c1ccc(C12H4O2S6)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H4O2S6)cc1[*]
[*]C(=O)c1ccc(C7H4O2S)cc1[*],4.0871,3.9415,372.1,O=C(O)c1ccc(C7H4O2S)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C7H4O2S)cc1[*]
[*]C(=O)c1ccc(C18H16S2)cc1[*],3.6783,2.9253,413.0,O=C(O)c1ccc(C18H16S2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C18H16S2)cc1[*]
[*]C(=O)c1ccc(C22H20O4)cc1[*],3.5917,3.1219,422.2,O=C(O)c1ccc(C22H20O4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C22H20O4)cc1[*]
[*]C(=O)c1ccc(C18H14N2S4)cc1[*],3.8335,3.6624,423.0,O=C(O)c1ccc(C18H14N2S4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C18H14N2S4)cc1[*]
[*]C(=O)c1ccc(C24H16O8)cc1[*],4.6367,1.9957,424.4,O=C(O)c1ccc(C24H16O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C24H16O8)cc1[*]
[*]C(=O)c1ccc(C22H24O4)cc1[*],3.5155,3.8307,422.2,O=C(O)c1ccc(C22H24O4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C22H24O4)cc1[*]
[*]C(=O)c1ccc(C8H12O4Zn)cc1[*],7.6541,5.8606,373.2,O=C(O)c1ccc(C8H12O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H12O4Zn)cc1[*]
[*]C(=O)c1ccc(C18H10N2O2S4)cc1[*],8.6079,1.7108,420.6,O=C(O)c1ccc(C18H10N2O2S4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C18H10N2O2S4)cc1[*]
[*]C(=O)c1ccc(C16H10N2O4)cc1[*],5.7584,1.8745,411.2,O=C(O)c1ccc(C16H10N2O4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C16H10N2O4)cc1[*]
[*]C(=O)c1ccc(C7H10O4Zn)cc1[*],4.5431,6.375,369.7,O=C(O)c1ccc(C7H10O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C7H10O4Zn)cc1[*]
[*]C(=O)c1ccc(C7H10O4Zn)cc1[*],12.0262,5.9621,369.7,O=C(O)c1ccc(C7H10O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C7H10O4Zn)cc1[*]
[*]C(=O)c1ccc(C16H10N2O2S2)cc1[*],6.1694,1.5619,413.6,O=C(O)c1ccc(C16H10N2O2S2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C16H10N2O2S2)cc1[*]
[*]C(=O)c1ccc(C24H20N4)cc1[*],5.4699,2.3603,454.0,O=C(O)c1ccc(C24H20N4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C24H20N4)cc1[*]
[*]C(=O)c1ccc(C12H22O4Ti)cc1[*],3.4962,4.2219,387.2,O=C(O)c1ccc(C12H22O4Ti)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H22O4Ti)cc1[*]
[*]C(=O)c1ccc(C40H32N8O2S4)cc1[*],5.3087,3.1216,527.6,O=C(O)c1ccc(C40H32N8O2S4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C40H32N8O2S4)cc1[*]
[*]C(=O)c1ccc(C28H36N4O8)cc1[*],3.7489,4.5585,458.4,O=C(O)c1ccc(C28H36N4O8)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C28H36N4O8)cc1[*]
[*]C(=O)c1ccc(C8H20N4O8)cc1[*],4.8348,6.7135,388.4,O=C(O)c1ccc(C8H20N4O8)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C8H20N4O8)cc1[*]
[*]C(=O)c1ccc(C6H4Ca2O8)cc1[*],6.4964,5.7374,361.4,O=C(O)c1ccc(C6H4Ca2O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H4Ca2O8)cc1[*]
[*]C(=O)c1ccc(C4H4O4Zn)cc1[*],7.1628,5.7825,359.2,O=C(O)c1ccc(C4H4O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4H4O4Zn)cc1[*]
[*]C(=O)c1ccc(C16H26N2O10)cc1[*],3.7239,6.3506,404.0,O=C(O)c1ccc(C16H26N2O10)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C16H26N2O10)cc1[*]
[*]C(=O)c1ccc(C6H14N2O10)cc1[*],4.1028,3.9617,369.0,O=C(O)c1ccc(C6H14N2O10)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C6H14N2O10)cc1[*]
[*]C(=O)c1ccc(C4H4O4Zn)cc1[*],5.7969,5.9852,359.2,O=C(O)c1ccc(C4H4O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4H4O4Zn)cc1[*]
[*]C(=O)c1ccc(C4H4O4Zn)cc1[*],6.717,5.6671,359.2,O=C(O)c1ccc(C4H4O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4H4O4Zn)cc1[*]
[*]C(=O)c1ccc(C14H16S2)cc1[*],4.5507,4.2755,399.0,O=C(O)c1ccc(C14H16S2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C14H16S2)cc1[*]
[*]C(=O)c1ccc(C4H4CdO4)cc1[*],6.6034,5.5354,359.2,O=C(O)c1ccc(C4H4CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4H4CdO4)cc1[*]
[*]C(=O)c1ccc(C4H4CdO4)cc1[*],7.034,5.6219,359.2,O=C(O)c1ccc(C4H4CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4H4CdO4)cc1[*]
[*]C(=O)c1ccc(C6H10N2S2)cc1[*],4.4998,3.6727,381.0,O=C(O)c1ccc(C6H10N2S2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C6H10N2S2)cc1[*]
[*]C(=O)c1ccc(C16H14N2S2)cc1[*],4.1171,3.5265,416.0,O=C(O)c1ccc(C16H14N2S2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C16H14N2S2)cc1[*]
[*]C(=O)c1ccc(C7H10CdO4)cc1[*],6.5287,4.8911,369.7,O=C(O)c1ccc(C7H10CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C7H10CdO4)cc1[*]
[*]C(=O)c1ccc(C20H36)cc1[*],2.7735,5.745,420.0,O=C(O)c1ccc(C20H36)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C20H36)cc1[*]
[*]C(=O)c1ccc(C8H12CdO4)cc1[*],6.8556,5.6354,373.2,O=C(O)c1ccc(C8H12CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H12CdO4)cc1[*]
[*]C(=O)c1ccc(C12H12O8)cc1[*],3.6662,4.3539,382.4,O=C(O)c1ccc(C12H12O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H12O8)cc1[*]
[*]C(=O)c1ccc(C18H32O6)cc1[*],3.225,6.5867,405.8,O=C(O)c1ccc(C18H32O6)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C18H32O6)cc1[*]
[*]C(=O)c1ccc(C20H40O8)cc1[*],2.9378,6.9644,410.4,O=C(O)c1ccc(C20H40O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C20H40O8)cc1[*]
[*]C(=O)c1ccc(C16H24O8)cc1[*],3.3204,5.6114,396.4,O=C(O)c1ccc(C16H24O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C16H24O8)cc1[*]
